Groups,mpf_type
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_T
0,MPF_T
0,MPF_F
0,MPF_F
0,MPF_T
0,MPF_T
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,-
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_Unknown
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,-
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,-
0,-
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,-
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,-
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_Unknown
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
0,MPF_F
